Date,US900123BB58,US900123AY60,US900123CB40,RU000A0JXU14,XS0767473852,XS0088543193,RU000A1006S9,XS3020792696,XS2010028939,XS2010043904,XS1678623734,XS1678623064,XS2808539410,XS2334109423,XS3262542155,XS2801343414
2018-02-01,6.01184236666588,5.96357337069288,5.949473093663761,4.867275892483591,4.731437775217015,4.168507306447111,,,,,,,,,,
2018-02-02,6.041401151348991,6.069565371709774,5.970909775741786,4.921765264079165,4.795535409638707,4.199631088846509,,,,,,,,,,
2018-02-05,6.153116867991355,6.122768640319489,6.0707065649329826,4.965589872253032,4.8278874116900505,4.23084417881263,,,,,,,,,,
2018-02-06,6.172994125935904,6.1426135706741825,6.116486073008004,4.987664612664353,4.8604447275107105,4.251702758608239,,,,,,,,,,
2018-02-07,6.140428586752968,6.108138430580314,6.083869813361561,4.966219067052185,4.803927313784328,4.220429862756251,,,,,,,,,,
2018-02-08,6.187345063275801,6.233965532464107,6.1324296075293985,5.0028648695464115,4.803927313784328,4.293540212977147,,,,,,,,,,
2018-02-09,6.304168316429756,6.3088408303960115,6.276392756072884,5.112037440878468,4.992776656024031,4.367144734867727,,,,,,,,,,
2018-02-12,6.347419640634834,6.316817980396724,6.306598417352273,5.127014205141527,4.9847400506707915,4.335539027420309,,,,,,,,,,
2018-02-13,6.3408719679762156,6.34614894026819,6.283698924278703,5.11398809966799,5.02639806652013,4.398842364544273,,,,,,,,,,
2018-02-14,6.374501342274104,6.416890409466306,6.3259137583273395,5.195365661408217,5.069075515854664,4.451877385930395,,,,,,,,,,
