Date,Price
7/8/2022,31
7/11/2022,31
7/12/2022,31
7/13/2022,31
7/14/2022,31
7/15/2022,31
7/18/2022,33
7/19/2022,33
7/20/2022,33
7/21/2022,36
7/22/2022,36
7/25/2022,38.5
7/26/2022,39.5
7/27/2022,40
7/28/2022,42
7/29/2022,42
8/1/2022,41.75
8/2/2022,41.75
8/3/2022,43
8/4/2022,46
8/5/2022,47
8/8/2022,53
8/9/2022,51
8/10/2022,50
8/11/2022,50
8/12/2022,50
8/15/2022,53
8/16/2022,52.88
8/17/2022,52.88
8/18/2022,52.88
8/19/2022,52.88
8/22/2022,53
8/23/2022,53
8/24/2022,53
8/25/2022,53
8/26/2022,53
8/29/2022,53
8/30/2022,53
8/31/2022,53
9/1/2022,53
9/2/2022,58
9/5/2022,58
9/6/2022,58
9/7/2022,60
9/8/2022,60
9/9/2022,60
9/12/2022,60
9/13/2022,60
9/14/2022,59
9/15/2022,57
9/16/2022,56
9/19/2022,55
9/20/2022,54
9/21/2022,53
9/22/2022,53
9/23/2022,51
9/26/2022,51
9/27/2022,50
9/28/2022,50
9/29/2022,50
9/30/2022,50
10/3/2022,50
10/4/2022,49
10/5/2022,49
10/6/2022,50
10/7/2022,50
10/10/2022,50
10/11/2022,49
10/12/2022,49
10/13/2022,50
10/14/2022,50
10/17/2022,50
10/18/2022,50
10/19/2022,50
10/20/2022,52
10/21/2022,52
10/24/2022,52.5
10/25/2022,52.5
10/26/2022,52.5
10/27/2022,53.5
10/28/2022,53.5
10/31/2022,54
11/1/2022,54
11/2/2022,54
11/3/2022,54
11/4/2022,54
11/7/2022,54
11/8/2022,55
11/9/2022,55
11/10/2022,55
11/11/2022,55.5
11/14/2022,55
11/15/2022,55
11/16/2022,55.5
11/17/2022,56
11/18/2022,56
11/21/2022,55.75
11/22/2022,55.75
11/23/2022,50
11/24/2022,50
11/25/2022,49
11/28/2022,49
11/29/2022,50
11/30/2022,51
12/1/2022,51
12/2/2022,51
12/5/2022,54
12/6/2022,58
12/7/2022,60
12/8/2022,60
12/9/2022,60
12/12/2022,60
12/13/2022,60
12/14/2022,60
12/15/2022,60
12/16/2022,60
12/19/2022,60
12/20/2022,60
12/21/2022,60
12/22/2022,60
12/23/2022,60
12/26/2022,60
12/27/2022,60
12/28/2022,60
12/29/2022,63
12/30/2022,63
1/2/2023,63
1/3/2023,63
1/4/2023,63
1/5/2023,63
1/6/2023,63
1/9/2023,63
1/10/2023,63
1/11/2023,63
1/12/2023,63
1/13/2023,63
